variant,regime,cn,n_cycles,bit_exact,div_cols,worst_col,worst_cycle,max_rel_pct,max_abs_diff,struct_max_rel_pct,vol_max_rel_pct,density_bitexact,converges,signature,struct_max_abs,vol_max_abs
SN,plant,163925862010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,220182923010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,163923046010854,6,false,TCuFt|SCuFt|BdFt,SCuFt,1981,0.048,1.0,0.0,0.048,true,true,print_boundary,0.0,1.0
SN,plant,164246326010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,250136095010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,164242774010854,6,false,BdFt,BdFt,2016,0.005,1.0,0.0,0.005,true,false,print_boundary,0.0,0.0
SN,plant,559304224126144,6,false,TPA|CCF|TCuFt|MCuFt|SCuFt|BdFt,CCF,2038,0.272,8.0,0.272,0.231,true,false,print_boundary,5.0,8.0
SN,plant,15992155010478,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,234992477020004,6,false,TPA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2038,7.492,74.0,0.286,7.492,true,false,volume_persistent,8.0,15.0
SN,plant,15990996010478,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,319002425489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,202455484010854,6,false,TPA|CCF|TCuFt|MCuFt|SCuFt|BdFt,TPA,2028,0.666,40.0,0.666,0.401,true,false,print_boundary,10.0,14.0
SN,plant,318986146489998,6,false,TPA|CCF|TCuFt|MCuFt|SCuFt|BdFt,CCF,2039,0.499,27.0,0.499,0.456,true,false,print_boundary,5.0,4.0
SN,plant,202566908010854,6,false,TPA|TCuFt|MCuFt|SCuFt,MCuFt,2025,0.581,12.0,0.173,0.581,true,true,print_boundary,2.0,3.0
SN,plant,232058139010854,6,false,TCuFt|MCuFt|BdFt,BdFt,2018,0.208,26.0,0.0,0.208,true,true,print_boundary,0.0,1.0
SN,plant,1261535687290487,6,false,TPA|CCF|TCuFt|MCuFt|SCuFt|BdFt,TPA,2046,1.043,89.0,1.043,0.686,true,false,count_straddle,12.0,5.0
SN,plant,1860927083290487,6,false,TPA|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2034,0.45,39.0,0.092,0.45,true,true,print_boundary,1.0,1.0
SN,plant,232212406010854,6,false,BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt,MCuFt,2022,6.267,46.0,2.941,6.267,false,false,structure_densephase,2.0,25.0
SN,plant,259715312010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,232056235010854,6,false,TPA|SDI|CCF|TCuFt|MCuFt|BdFt,SDI,2013,0.385,5.0,0.385,0.152,true,true,print_boundary,1.0,5.0
SN,plant,12355826010661,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,202388199010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,232059188010854,6,false,CCF|TCuFt,CCF,2024,0.275,1.0,0.275,0.05,true,false,print_boundary,1.0,1.0
SN,plant,232056409010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,166742837010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,232241875010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,434861201489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,724209273290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,232059667010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,434833018489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,232060971010854,6,false,TCuFt,TCuFt,2024,0.027,1.0,0.0,0.027,true,false,print_boundary,0.0,1.0
SN,plant,158219493010854,6,false,TPA|BA|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,TopHt,1992,1.408,125.0,1.408,1.005,true,false,volume_persistent,1.0,9.0
SN,plant,216749060010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,243432909489998,6,false,TPA|TCuFt|MCuFt|SCuFt|BdFt,TPA,2038,0.363,20.0,0.363,0.233,true,false,print_boundary,3.0,8.0
SN,plant,8879642020004,6,false,TPA|CCF|TCuFt|MCuFt|SCuFt|BdFt,CCF,2031,0.321,3.0,0.321,0.112,true,false,print_boundary,2.0,3.0
SN,plant,165735019020004,6,false,TPA|BA|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2022,2.912,112.0,0.709,2.912,true,true,threshold_crossing,2.0,6.0
SN,plant,238245319010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,158403454010854,6,false,TPA|BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2016,41.6,286.0,2.0,41.6,true,false,count_straddle,17.0,4.0
SN,plant,166709602010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,216864931010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,216864613010854,6,false,TPA|BA|SDI|CCF|QMD|TCuFt|BdFt,QMD,2026,3.125,9.0,3.125,0.386,true,true,print_boundary,1.0,9.0
SN,plant,158403168010854,6,false,BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2011,2.059,213.0,1.961,2.059,false,false,structure_densephase,2.0,45.0
SN,plant,1841492986290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,216823680010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,430454080489998,6,false,TPA|TCuFt|BdFt,TCuFt,2030,0.467,19.0,0.041,0.467,true,true,print_boundary,1.0,19.0
SN,plant,15986137010478,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,202387812010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,1925648729290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,1737989654290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,202566704010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,202594649010854,6,false,TPA|SDI|CCF|TCuFt|MCuFt,SDI,2021,0.4,5.0,0.4,0.186,true,true,print_boundary,5.0,3.0
SN,plant,202388634010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,476724070489998,6,false,TPA|BA|CCF|TCuFt|MCuFt|SCuFt|BdFt,TPA,2041,0.988,108.0,0.988,0.879,true,false,print_boundary,12.0,16.0
SN,plant,232056907010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,253743506010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,166742067010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,634068513126144,6,false,TPA|BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt,MCuFt,2042,11.452,97.0,2.632,11.452,true,false,count_straddle,19.0,34.0
SN,plant,232060831010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,496593340126144,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,166741865010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,232060115010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,232442611010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,163473600010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,232062449010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,434837326489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,204711994010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,165373184010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,438901526489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,163383616010854,6,false,TPA|BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BA,1990,0.847,10.0,0.847,0.628,true,true,print_boundary,1.0,8.0
SN,plant,166742604010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,232058950010854,6,false,TPA|BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,BA,2022,0.629,10.0,0.629,0.093,true,false,print_boundary,2.0,4.0
SN,plant,314433205489998,6,false,TCuFt|BdFt,BdFt,2034,0.038,1.0,0.0,0.038,true,false,print_boundary,0.0,1.0
SN,plant,202455548010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,476729664489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,232057368010854,6,false,TPA|SDI|CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,TopHt,1997,1.333,11.0,1.333,0.135,true,true,print_boundary,1.0,4.0
SN,plant,232303503010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,14254094020004,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,202411248010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,729307309290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,202431681010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,1894620920290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,940903941290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,250327225010854,6,false,TPA|TopHt|TCuFt|MCuFt|SCuFt|BdFt,TopHt,2010,1.333,29.0,1.333,0.26,true,true,print_boundary,2.0,4.0
SN,plant,1541206465290487,6,false,TPA|TCuFt|MCuFt|SCuFt|BdFt,TPA,2027,0.106,9.0,0.106,0.061,true,false,print_boundary,1.0,4.0
SN,plant,158853019010854,6,false,TPA|BA|CCF|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,1986,1.757,125.0,0.725,1.757,true,false,volume_persistent,4.0,14.0
SN,plant,159203602010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,159736924010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,159739536010854,6,false,SDI|TCuFt|MCuFt|SCuFt|BdFt,SDI,2003,0.331,17.0,0.331,0.079,true,true,print_boundary,1.0,3.0
SN,plant,159743065010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,176845785020004,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,238644127010854,6,false,TPA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2024,0.697,118.0,0.593,0.697,true,false,print_boundary,5.0,9.0
SN,plant,238748466010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,238925134010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,238927060010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,238930417010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,422870202489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,603785529126144,6,false,TPA|TCuFt|MCuFt|SCuFt|BdFt,TPA,2042,0.335,29.0,0.335,0.181,true,false,print_boundary,6.0,7.0
SN,plant,811183123290487,6,false,TPA|BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,QMD,2040,2.439,155.0,2.439,1.485,false,false,structure_densephase,6.0,15.0
SN,plant,163195206010854,6,false,TCuFt|MCuFt|BdFt,BdFt,2002,0.055,11.0,0.0,0.055,true,true,print_boundary,0.0,1.0
SN,plant,211000359010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,162997713010854,6,false,MCuFt,MCuFt,2011,0.027,1.0,0.0,0.027,true,false,print_boundary,0.0,0.0
SN,plant,210997076010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,157762167010854,6,false,TPA|SDI|TCuFt|MCuFt,TCuFt,2006,0.352,13.0,0.275,0.352,true,false,print_boundary,1.0,13.0
SN,plant,159737268010854,6,false,MCuFt|SCuFt|BdFt,BdFt,2009,0.151,35.0,0.0,0.151,true,true,print_boundary,0.0,0.0
SN,plant,157872218010854,6,false,TCuFt|MCuFt|BdFt,BdFt,2005,0.086,8.0,0.0,0.086,true,true,print_boundary,0.0,3.0
SN,plant,7570129020004,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,238426616010854,6,false,TPA|CCF|TCuFt|MCuFt|SCuFt|BdFt,CCF,2028,0.317,20.0,0.317,0.196,true,false,print_boundary,1.0,8.0
SN,plant,1898100500290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,159200050010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,238426795010854,6,false,TPA|BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,CCF,2033,0.923,27.0,0.923,0.771,true,false,print_boundary,4.0,27.0
SN,plant,238925852010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,238308868010854,6,false,TPA|CCF|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2014,1.174,50.0,0.216,1.174,true,true,threshold_crossing,1.0,3.0
SN,plant,162997710010854,6,false,MCuFt,MCuFt,2001,0.031,1.0,0.0,0.031,true,true,print_boundary,0.0,0.0
SN,plant,211016592010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,162756463010854,6,false,CCF|TCuFt|MCuFt|SCuFt|BdFt,CCF,2002,0.238,4.0,0.238,0.133,true,false,print_boundary,1.0,1.0
SN,plant,210898611010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,235108295010854,6,false,TPA|SDI|CCF|QMD|TCuFt|MCuFt|BdFt,QMD,2029,2.273,34.0,2.273,1.001,true,true,threshold_crossing,12.0,34.0
SN,plant,162995866010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,1898136591290487,6,false,TPA|TCuFt|MCuFt|SCuFt|BdFt,TPA,2050,0.098,8.0,0.098,0.078,true,false,print_boundary,1.0,3.0
SN,plant,200634365010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,162759858010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,1677338562290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,211016714010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,886356957290487,6,false,TPA|BA|SDI|CCF|QMD|TCuFt|MCuFt,QMD,2030,2.857,33.0,2.857,1.101,true,false,volume_persistent,1.0,28.0
SN,plant,211000266010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,238920384010854,6,false,TCuFt,TCuFt,2022,0.074,2.0,0.0,0.074,true,false,print_boundary,0.0,2.0
SN,plant,238927869010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,157875449010854,6,false,TPA|BA|TCuFt|MCuFt|BdFt,BA,1995,0.541,10.0,0.541,0.213,true,true,print_boundary,1.0,9.0
SN,plant,698166600126144,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,205293811010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,159203008010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,238931252010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,720382977290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,157761441010854,6,false,TPA|CCF|TCuFt|MCuFt|SCuFt|BdFt,TCuFt,1997,0.378,10.0,0.267,0.378,true,false,print_boundary,2.0,10.0
SN,plant,204712006010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,205294137010854,6,false,TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2010,0.076,3.0,0.0,0.076,true,true,print_boundary,0.0,1.0
SN,plant,253993985010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,1689193753290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,256981320010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,545388016126144,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,157577772010854,6,false,TCuFt|MCuFt,MCuFt,1986,0.053,1.0,0.0,0.053,true,false,print_boundary,0.0,1.0
SN,plant,157873667010854,6,false,TPA|BA|CCF|TCuFt|MCuFt|SCuFt|BdFt,BA,2009,0.334,49.0,0.334,0.167,true,true,print_boundary,1.0,4.0
SN,plant,209313172010854,6,false,TPA|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,QMD,2032,1.471,37.0,1.471,0.164,true,false,print_boundary,1.0,1.0
SN,plant,380541662489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,157873963010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,205292117010854,6,false,TCuFt,TCuFt,2025,0.077,2.0,0.0,0.077,true,false,print_boundary,0.0,2.0
SN,plant,300744665489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,157757864010854,6,false,TCuFt|MCuFt|SCuFt|BdFt,BdFt,2006,0.092,21.0,0.0,0.092,true,false,print_boundary,0.0,1.0
SN,plant,205286762010854,6,false,TPA|BA|SDI|CCF|TCuFt|MCuFt|BdFt,BA,2020,0.971,16.0,0.971,0.609,true,false,print_boundary,3.0,16.0
SN,plant,965500395290487,6,false,TPA|BA|SDI|CCF|TCuFt|SCuFt|BdFt,BA,2045,0.833,5.0,0.833,0.145,true,false,print_boundary,5.0,2.0
SN,plant,733704711290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,205292107010854,6,false,TPA|MCuFt|SCuFt|BdFt,BdFt,2010,0.153,8.0,0.112,0.153,true,true,print_boundary,1.0,0.0
SN,plant,165373582010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,300729921489998,6,false,BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,MCuFt,2024,12.0,50.0,5.0,12.0,false,true,structure_densephase,4.0,39.0
SN,plant,1888695044290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,163383278010854,6,false,TCuFt|MCuFt|SCuFt|BdFt,BdFt,1984,0.118,13.0,0.0,0.118,true,false,print_boundary,0.0,1.0
SN,plant,232271389010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,380550203489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,209314448010854,6,false,TCuFt|MCuFt|SCuFt|BdFt,BdFt,2032,0.295,25.0,0.0,0.295,true,false,print_boundary,0.0,1.0
SN,plant,157580567010854,6,false,TPA|CCF|TCuFt|MCuFt|SCuFt|BdFt,CCF,1976,0.313,8.0,0.313,0.216,true,false,print_boundary,1.0,7.0
SN,plant,157580710010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,230718306010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,254165316010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,158852872010854,6,false,TPA|BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,1992,4.025,322.0,2.128,4.025,true,true,threshold_crossing,3.0,25.0
SN,plant,157760309010854,6,false,SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,SDI,2007,0.446,5.0,0.446,0.18,true,false,print_boundary,1.0,5.0
SN,plant,204804533010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,230714827010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,163382577010854,6,false,SDI|TCuFt|MCuFt|SCuFt|BdFt,SDI,1994,0.457,18.0,0.457,0.182,true,true,print_boundary,1.0,3.0
SN,plant,205291745010854,6,false,TPA|CCF|TCuFt|MCuFt|SCuFt|BdFt,CCF,2017,0.256,6.0,0.256,0.171,true,true,print_boundary,1.0,3.0
SN,plant,484759355489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,165373709010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,159744196010854,6,false,TCuFt|MCuFt|SCuFt|BdFt,BdFt,2014,0.09,11.0,0.0,0.09,true,false,print_boundary,0.0,1.0
SN,plant,1543183024290487,6,false,TCuFt|MCuFt|SCuFt|BdFt,BdFt,2032,0.061,10.0,0.0,0.061,true,false,print_boundary,0.0,2.0
SN,plant,781949724290487,6,false,CCF|TCuFt|MCuFt|SCuFt|BdFt,MCuFt,2044,0.82,29.0,0.34,0.82,true,false,print_boundary,1.0,2.0
SN,plant,204664868010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,1898153066290487,6,false,TPA|BA|SDI|CCF|QMD|TCuFt|MCuFt|SCuFt|BdFt,QMD,2040,2.778,28.0,2.778,0.56,true,true,print_boundary,21.0,24.0
SN,plant,157578060010854,6,false,TPA|BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,TPA,1997,4.494,88.0,4.494,1.939,false,false,structure_densephase,48.0,50.0
SN,plant,205289423010854,6,false,TCuFt|MCuFt|BdFt,MCuFt,2014,0.038,1.0,0.0,0.038,true,false,print_boundary,0.0,1.0
SN,plant,238929081010854,6,false,CCF|TopHt|TCuFt|MCuFt|SCuFt|BdFt,TopHt,1997,2.174,7.0,2.174,0.96,true,true,print_boundary,1.0,2.0
SN,plant,158847174010854,6,false,TPA|BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,MCuFt,1997,2.463,102.0,0.787,2.463,true,false,volume_persistent,5.0,19.0
SN,plant,238476323010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,422877436489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,1809035652290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,160542235010854,6,false,TPA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,SDI,1999,0.299,9.0,0.299,0.093,true,true,print_boundary,1.0,2.0
SN,plant,160621933010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,190429919020004,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,1841505491290487,6,false,TPA|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2049,3.695,167.0,2.5,3.695,true,false,volume_persistent,10.0,39.0
SN,plant,216787968010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,259566665010854,6,false,TPA|BA|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,BdFt,2036,9.257,278.0,2.439,9.257,true,false,volume_persistent,2.0,24.0
SN,plant,534129050126144,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,1234587417290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,212199713010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,313474839489998,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,162443013010854,6,false,BA|SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,SCuFt,2001,8.43,411.0,1.25,8.43,true,false,volume_persistent,1.0,18.0
SN,plant,1841482176290487,6,false,BA|QMD|TCuFt|MCuFt|SCuFt|BdFt,BA,2044,1.333,50.0,1.333,0.611,true,false,print_boundary,1.0,4.0
SN,plant,158222007010854,6,false,TPA|BA|CCF|TCuFt|MCuFt|SCuFt|BdFt,BA,1998,0.541,52.0,0.541,0.265,true,true,print_boundary,2.0,8.0
SN,plant,202481676010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,188621929020004,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,905843254290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,1234593283290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,163597624010854,6,false,SDI|CCF|TCuFt|MCuFt|SCuFt|BdFt,SDI,1985,3.03,117.0,3.03,2.471,true,false,volume_persistent,1.0,19.0
SN,plant,163778892010854,6,false,TCuFt|MCuFt|BdFt,BdFt,2007,0.092,12.0,0.0,0.092,true,false,print_boundary,0.0,2.0
SN,plant,1891210523290487,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
SN,plant,212219702010854,6,false,TPA|BA|SDI|CCF|TopHt|QMD|TCuFt|MCuFt|SCuFt|BdFt,MCuFt,2019,9.012,55.0,4.545,9.012,true,true,threshold_crossing,11.0,54.0
SN,plant,212285477010854,6,true,,,0,0.0,0.0,0.0,0.0,true,true,bit_exact,0.0,0.0
